CRN_KEY,SUBJ_CODE,CRSE_NUMBER,Credit_Hours,Semester,Year,Title,Instructor_Name,Meet_Days1,Begin_Time1,End_Time1,Meet_Days2,Begin_Time2,End_Time2,CRN_Attributes
45301,ACCT,4V91,1,Spring,2021,CERTIFICATIONS IN ACCOUNTING,,,0,2359,,,,CBCF
30326,ACCT,5312,3,Spring,2021,ADVANCED ACCOUNTING,"Wu, Qifeng",,0,2359,,,,CBCF
30336,ACCT,5316,3,Spring,2021,ADVANCED INCOME TAX,"Phillips, Ashley D",TR,1050,1205,,,,CBCF
35050,ACCT,6304,3,Spring,2021,ADVANCED GOVERNMENT/NONPROFIT,"Lee, Sherelle A",TR,925,1040,,,,CBCF
30339,ACCT,6309,3,Spring,2021,TAX RESEARCH AND PLANNING,"Phillips, Ashley D",T,1800,1915,,,,CBCF
30349,ACCT,6310,3,Spring,2021,FINANCIAL ACCOUNTING SEMINAR,"Oxner, Karen M",T,1630,1745,,,,CBCF
42585,ACCT,6339,3,Spring,2021,ESTATE PLANNING,"Courtway, Thomas C",M,1500,1615,,,,CBCF
39635,ACCT,6350,3,Spring,2021,SEMINAR ACCT LEADERSHIP,"Nelson, Steven K",M,1630,1745,,,,CBCF
44018,ACCT,6V82,1,Spring,2021,INTERNSHIP IN ACCOUNTING,"Watson, Stephanie F",,,,,,,CBCF
44380,ACCT,6V82,1,Spring,2021,INTERNSHIP IN ACCOUNTING,"Watson, Stephanie F",,,,,,,CBCF
37835,AFAM,1330,3,Spring,2021,INTRO AFRICAN/A-A STUDIES,"Maefield, JaJuan J",TR,1050,1205,,,,"1H01,1I06,AAMM,AFAM"
38909,AFAM,1330,3,Spring,2021,INTRO AFRICAN/A-A STUDIES,"Maefield, JaJuan J",TR,1215,1330,,,,"1H01,1I06,AAMM,AFAM"
44211,AFAM,1330,3,Spring,2021,INTRO AFRICAN/A-A STUDIES,,,,,,,,"1H01,1I06,AAMM,AFAM"
45639,AFAM,1330,3,Spring,2021,INTRO AFRICAN/A-A STUDIES,"Kithinji, Michael M",,0,2359,,,,"1H01,1I06,AAMM,AFAM"
45642,AFAM,1330,3,Spring,2021,INTRO AFRICAN/A-A STUDIES,,,,,,,,"1F01,1H01,1I06"
43918,ANTH,1302,3,Spring,2021,INTRODUCTION TO ANTHROPOLOGY,"McKinnon, Duncan P",,0,2359,,,,"1D02,1S01"
43926,ANTH,1302,3,Spring,2021,INTRODUCTION TO ANTHROPOLOGY,"Bowne, Eric E",TR,1050,1205,,,,"1D02,1S01"
43928,ANTH,1302,3,Spring,2021,INTRODUCTION TO ANTHROPOLOGY,"Bowne, Eric E",TR,925,1040,,,,"1D02,1S01"
44518,ANTH,1302,3,Spring,2021,INTRODUCTION TO ANTHROPOLOGY,"Bowne, Eric E",TR,800,915,,,,"1D02,1S01"
44519,ANTH,1302,3,Spring,2021,INTRODUCTION TO ANTHROPOLOGY,"Frank, Adam D",TR,1050,1205,,,,"1D02,1S01"
44521,ANTH,1302,3,Spring,2021,INTRODUCTION TO ANTHROPOLOGY,"McKinnon, Duncan P",,0,2359,,,,"1D02,1S01"
44528,ANTH,1302,3,Spring,2021,INTRODUCTION TO ANTHROPOLOGY,"McKinnon, Duncan P",,0,2359,,,,"1D02,1S01"
44524,ANTH,2300,3,Spring,2021,PEOPLES AND CULTURES,,,,,,,,
45292,ANTH,2310,3,Spring,2021,BIOLOGICAL ANTHROPOLOGY,"McKinnon, Duncan P",TR,1215,1330,,,,
45291,ANTH,3310,3,Spring,2021,"MAGIC, RELIGION & WITCHCRAFT","McKinnon, Duncan P",TR,925,1040,,,,
43917,ANTH,3321,3,Spring,2021,QUALITATIVE RESEARCH METHODS,"Lom, Stacy E",TR,800,915,,,,"2C01,2I01"
44522,ANTH,3370,3,Spring,2021,FOOD AND CULTURE,,,,,,,,
42349,ANTH,4370,3,Spring,2021,INTERNSHIP,"Wilson, Janet K",,0,2359,,,,ATMN
44533,ANTH,4380,3,Spring,2021,ANTHROPOLOGICAL THEORY,,,,,,,,ATMN
45290,ANTH,4380,3,Spring,2021,ANTHROPOLOGICAL THEORY,"Bowne, Eric E",MWF,1100,1150,,,,ATMN
44530,ANTH,4395,3,Spring,2021,TOPICS: Music Across Cultures,,,,,,,,ATMN
45289,ANTH,4395,3,Spring,2021,TOPICS: Anthropology of Piracy,"Bowne, Eric E",MWF,1000,1050,,,,ATMN
41107,ANTH,4V90,1,Spring,2021,SELECTED PROBLEMS ANTH (1),"Bowne, Eric E",,0,2359,,,,
41108,ANTH,4V90,2,Spring,2021,SELECTED PROBLEMS ANTH (2),"Bowne, Eric E",,0,2359,,,,
41109,ANTH,4V90,3,Spring,2021,SELECTED PROBLEMS ANTH (3),"Bowne, Eric E",,0,2359,,,,
41110,ANTH,4V90,1,Spring,2021,SELECTED PROBLEMS ANTH (1),"McKinnon, Duncan P",,0,2359,,,,
41111,ANTH,4V90,2,Spring,2021,SELECTED PROBLEMS ANTH (2),"McKinnon, Duncan P",,0,2359,,,,
41112,ANTH,4V90,3,Spring,2021,SELECTED PROBLEMS ANTH (3),"McKinnon, Duncan P",,0,2359,,,,
45420,ART,1210,2,Spring,2021,FOUNDATIONS SEMINAR I,"Rice, Leslie M",TR,800,915,,,,CAWF
45421,ART,1220,2,Spring,2021,FOUNDATIONS STUDIO A,"Meador, William S",TR,950,1130,,,,"CAAS,CAWF"
45422,ART,1220,2,Spring,2021,FOUNDATIONS STUDIO A,"Meador, William S",TR,1140,1320,,,,"CAAS,CAWF"
45424,ART,1220,2,Spring,2021,FOUNDATIONS STUDIO A,"Hornbrook, Jessie M",TR,1440,1620,,,,"CAAS,CAWF"
45426,ART,1220,2,Spring,2021,FOUNDATIONS STUDIO A,"Rice, Leslie M",TR,1630,1820,,,,"CAAS,CAWF"
45427,ART,1220,2,Spring,2021,FOUNDATIONS STUDIO A,"Pinckley, Donna L",,1140,1320,,,,"CAAS,CAWF"
45428,ART,1230,2,Spring,2021,FOUNDATIONS STUDIO B,"Rice, Leslie M",MW,1140,1320,,,,"CAAS,CAWF"
45429,ART,1230,2,Spring,2021,FOUNDATIONS STUDIO B,"Laws, Holly L",MW,1520,1700,,,,"CAAS,CAWF"
45430,ART,1230,2,Spring,2021,FOUNDATIONS STUDIO B,"Rice, Leslie M",MW,1710,1850,,,,"CAAS,CAWF"
45431,ART,1230,2,Spring,2021,FOUNDATIONS STUDIO B,"Rice, Leslie M",TR,1140,1320,,,,"CAAS,CAWF"
45432,ART,1230,2,Spring,2021,FOUNDATIONS STUDIO B,"Rice, Leslie M",TR,1440,1620,,,,"CAAS,CAWF"
33815,ART,1310,3,Spring,2021,2-D DESIGN,"Halter, Jimmy W",MW,800,1040,,,,"ARTS,CAAS,CAWF"
44846,ART,1310,3,Spring,2021,2-D DESIGN,,,,,,,,"ARTS,CAAS,CAWF"
44980,ART,1310,3,Spring,2021,2-D DESIGN,,,,,,,,"ARTS,CAAS,CAWF"
30015,ART,1321,3,Spring,2021,DRAWING I,"Halter, Jimmy W",MW,1100,1340,,,,"ARTS,CAWF"
44838,ART,1321,3,Spring,2021,DRAWING I,,,,,,,,"ARTS,CAWF"
44839,ART,1321,3,Spring,2021,DRAWING I,,,,,,,,"ARTS,CAWF"
44842,ART,1321,3,Spring,2021,DRAWING I,,,,,,,,"ARTS,CAWF"
30036,ART,2140,1,Spring,2021,PORTFOLIO ASSESSMENT I,"Rospert, Jennifer L",M,1800,1850,,,,CAWF
30045,ART,2140,1,Spring,2021,PORTFOLIO ASSESSMENT I,"Rospert, Jennifer L",M,1900,1950,,,,CAWF
39728,ART,2140,1,Spring,2021,PORTFOLIO ASSESSMENT I,,,,,,,,CAWF
30054,ART,2300,3,Spring,2021,ART APPRECIATION,"McCullough, Tifanee A",MWF,1000,1050,,,,"1A01,1I06,CAWF"
30062,ART,2300,3,Spring,2021,ART APPRECIATION,"McCullough, Tifanee A",MWF,1100,1150,,,,"1A01,1I06,CAWF"
30079,ART,2300,3,Spring,2021,ART APPRECIATION,"Huss, John A",TR,925,1040,,,,"1A01,1I06,CAWF"
38365,ART,2300,3,Spring,2021,ART APPRECIATION,"McCullough, Tifanee A",MWF,1200,1250,,,,"1A01,1I06,CAWF"
38403,ART,2300,3,Spring,2021,ART APPRECIATION,"Miller, Jana E",MWF,1400,1450,,,,"1A01,1I06,CAWF"
39295,ART,2300,3,Spring,2021,ART APPRECIATION,"Huss, John A",TR,800,915,,,,"1A01,1I06,CAWF"
45580,ART,2300,3,Spring,2021,ART APPRECIATION,"Harlow, Trina D",MWF,1500,1550,,,,"1A01,1I06,CAWF"
33035,ART,2312,3,Spring,2021,3-D DESIGN,"Laws, Holly L",TR,1440,1720,,,,"ARTS,CAAS,CAWF"
44931,ART,2312,3,Spring,2021,3-D DESIGN,,,,,,,,"ARTS,CAAS,CAWF"
30097,ART,2322,3,Spring,2021,"DRAWING II, LIFE","Halter, Jimmy W",TR,800,1040,,,,"ARTS,CAWF"
34307,ART,2325,3,Spring,2021,ASIAN ART SURVEY,"Greene, Carolyn A",TR,1440,1555,,,,"ARTH,CAWF,RELA,RSME"
30131,ART,2335,3,Spring,2021,"ART HISTORY, PREHIST-MEDIEVAL","Greene, Carolyn A",TR,1215,1330,,,,"ARTH,CAWF"
30137,ART,2336,3,Spring,2021,ART HISTORY RENAISSANCE-MODERN,"Miller, Jana E",MWF,1100,1150,,,,"ARTH,CAWF"
30143,ART,2336,3,Spring,2021,ART HISTORY RENAISSANCE-MODERN,"Miller, Jana E",MWF,1200,1250,,,,"ARTH,CAWF"
30148,ART,3150,1,Spring,2021,BFA PROFESSIONAL PRACTICES I,"Hornbrook, Jessie M",T,925,1015,,,,CAWF
44847,ART,3150,1,Spring,2021,BFA PROFESSIONAL PRACTICES I,,,,,,,,CAWF
30157,ART,3301,3,Spring,2021,HISTORY OF MODERN ART,"Greene, Carolyn A",TR,1050,1205,,,,"2D01,ARTH,CAWF"
45545,ART,3315,3,Spring,2021,CONTEMPORARY MEDIA IN 3-D,"Laws, Holly L",MW,1100,1340,,,,"2C01,2I01,ARTE,ARTS,CAWF"
30160,ART,3318,3,Spring,2021,PHOTOGRAPHY I,"Pinckley, Donna L",TR,1440,1720,,,,"ARTE,ARTS,CAAS,CAWF"
45438,ART,3321,3,Spring,2021,DIGITAL PHOTOGRAPHY,"Pinckley, Donna L",TR,1050,1330,,,,"ARTS,CAAS,CAWF"
30104,ART,3324,3,Spring,2021,DRAWING III ADV LIFE DRAWING,"Rospert, Jennifer L",WF,1700,1940,,,,"ARTS,CAAS,CAWF"
42393,ART,3325,3,Spring,2021,COLOR,"Luckett, Sandra A",MW,1100,1340,,,,"ARTE,ARTS,CAAS,CAWF"
30175,ART,3330,3,Spring,2021,ILLUSTRATION I,"Ogar, Raymond A",MW,1400,1640,,,,"ARTE,ARTS,CAAS,CAWF"
42399,ART,3330,3,Spring,2021,ILLUSTRATION I,"Ogar, Raymond A",MW,1700,1940,,,,"ARTE,ARTS,CAAS,CAWF"
30182,ART,3332,3,Spring,2021,PAINTING I,"Luckett, Sandra A",MW,1400,1640,,,,"ARTE,ARTS,CAAS,CAWF"
42460,ART,3332,3,Spring,2021,PAINTING I,"Luckett, Sandra A",MW,1700,1940,,,,"ARTE,ARTS,CAAS,CAWF"
44844,ART,3335,3,Spring,2021,ART MUSEUM STUDIES I,"Young, Brian K",MWF,1300,1350,,,,"ARTH,CAWF"
33170,ART,3343,3,Spring,2021,PRINTMAKING I,"Hornbrook, Jessie M",MW,1100,1340,,,,"ARTE,ARTS,CAAS,CAWF"
30201,ART,3344,3,Spring,2021,PRINTMAKING II,"Hornbrook, Jessie M",MW,1400,1640,,,,"ARTE,ARTS,CAAS,CAWF"
45439,ART,3345,3,Spring,2021,PRINTMAKING III,,,,,,,,"2C01,2I01,CAAS,CAWF"
45440,ART,3345,3,Spring,2021,PRINTMAKING III,"Hornbrook, Jessie M",MW,1400,1640,,,,"2C01,2I01,CAAS,CAWF"
45441,ART,3346,3,Spring,2021,PRINTMAKING IV,"Hornbrook, Jessie M",MW,1400,1640,,,,"2C01,2I01,CAAS,CAWF"
30211,ART,3353,3,Spring,2021,GRAPHIC DESIGN I,"Bella, Peter P",MW,1100,1340,,,,"ARTE,ARTS,CAAS,CAWF"
30257,ART,3353,3,Spring,2021,GRAPHIC DESIGN I,"Ogar, Raymond A",TR,1440,1720,,,,"ARTE,ARTS,CAAS,CAWF"
44324,ART,3353,3,Spring,2021,GRAPHIC DESIGN I,"Bella, Peter P",,1100,1340,,,,"ARTE,ARTS,CAAS,CAWF"
34387,ART,3354,3,Spring,2021,GRAPHIC DESIGN II,"Bella, Peter P",MW,800,1040,,,,"ARTE,ARTS,CAAS,CAWF"
45442,ART,3356,3,Spring,2021,TIME-BASED MEDIA,"Meador, William S",MW,1100,1340,,,,"CAAS,CAWF"
45668,ART,3358,3,Spring,2021,INTERACTIVITY,"Meador, William S",TR,1440,1720,,,,"2C01,2I01,CAAS,CAWF"
30266,ART,3361,3,Spring,2021,SCULPTURE I,,,,,,,,"ARTE,ARTS,CAAS,CAWF"
33759,ART,3361,3,Spring,2021,SCULPTURE I,"Massey, Bryan",TR,800,1040,,,,"ARTE,ARTS,CAAS,CAWF"
30275,ART,3365,3,Spring,2021,WOMEN IN ART,"Seymour, Gayle M",MWF,1400,1450,,,,"2D01,ARTH,CAWF,GSHM"
30284,ART,3379,3,Spring,2021,CERAMICS I,"Smith, Elizabeth J",TR,1050,1330,,,,"ARTE,ARTS,CAAS,CAWF"
36787,ART,3380,3,Spring,2021,SLIP CASTING & GLAZE,"Smith, Elizabeth J",TR,1440,1720,,,,"CAAS,CAWF"
44178,ART,3V92,3,Spring,2021,TPCS STUDIO:  TIME-BASED MEDIA,,,,,,,,"CAAS,CAWF"
45443,ART,3V92,3,Spring,2021,SPCS STUDIO ART-INTERACTIVITY,,,,,,,,"CAAS,CAWF"
45444,ART,3V92,1,Spring,2021,SPCS STUDIO-BUSINESS OF ART,"Massey, Bryan",F,1400,1450,,,,"CAAS,CAWF"
30293,ART,4140,1,Spring,2021,BA ASSESSMENT & EXHIBITION,"Pinckley, Donna L",W,1000,1050,,,,"2Z01,CAWF"
30308,ART,4150,1,Spring,2021,BFA PROFESSIONAL ORIENTATION,"Pinckley, Donna L",T,925,1040,,,,CAWF
30316,ART,4160,1,Spring,2021,BFA EXHIBIT,"Hornbrook, Jessie M",T,1215,1305,,,,"2Z01,CAWF"
38491,ART,4300,3,Spring,2021,BFA STUDIO PRACTICUM,"Laws, Holly L",M,800,950,,,,CAWF
38492,ART,4300,3,Spring,2021,BFA STUDIO PRACTICUM,"Massey, Bryan",,800,950,,,,CAWF
38493,ART,4300,3,Spring,2021,BFA STUDIO PRACTICUM,"Ogar, Raymond A",M,800,950,,,,CAWF
